blizzardId;monture;source;extension;patch;Difficulty;statutLocalisation;Mots clés;nombreCandidates;primaryLocationRef;cheminRetenu;candidateRefs;cheminsCandidates
1317;Maraudeur du désert;Butin;bfa;8.3;;auto_assigned_unique_candidate;;1;wowhead-zone:5034;Azeroth > Kalimdor > Uldum;wowhead-zone:5034;Azeroth > Kalimdor > Uldum
1318;Terreur-du-ciel bat-le-désert;Réputation;bfa;8.3;;no_candidate;;0;;;;
1319;Bourdon malveillant;Butin;bfa;8.3;;auto_assigned_unique_candidate;;1;wowhead-zone:5034;Azeroth > Kalimdor > Uldum;wowhead-zone:5034;Azeroth > Kalimdor > Uldum
1320;Bourdon barbillombre;Quête;bfa;8.3;;auto_assigned_unique_candidate;;1;wowhead-zone:5034;Azeroth > Kalimdor > Uldum;wowhead-zone:5034;Azeroth > Kalimdor > Uldum
1321;Grouillant malfaisant;Vendeur;bfa;8.3;;no_candidate;;0;;;;
1322;Parasite frétillant;Haut-fait;bfa;8.3;;no_candidate;;0;;;;
1324;Vif-sabot insaisissable;Butin;bfa;8.3;;auto_assigned_unique_candidate;;1;wowhead-zone:8501;Azeroth > Zandalar > Vol’dun;wowhead-zone:8501;Azeroth > Zandalar > Vol’dun
1326;Taraudeur éveillé;Retiré;bfa;8.3;;no_candidate;;0;;;;
1327;Fidèle quilen de Ren;Butin;bfa;8.3;;auto_assigned_unique_candidate;;1;wowhead-zone:5840;Azeroth > Pandarie > Val de l’Éternel printemps;wowhead-zone:5840;Azeroth > Pandarie > Val de l’Éternel printemps
1328;Xinlao;Butin;bfa;8.3;;auto_assigned_unique_candidate;;1;wowhead-zone:5840;Azeroth > Pandarie > Val de l’Éternel printemps;wowhead-zone:5840;Azeroth > Pandarie > Val de l’Éternel printemps
1329;Alpaga toison-vernale;Quête;bfa;8.3;;auto_assigned_unique_candidate;;1;wowhead-zone:5034;Azeroth > Kalimdor > Uldum;wowhead-zone:5034;Azeroth > Kalimdor > Uldum
1330;Féligre mordoré;Boutique;shadowlands;9.1;;no_candidate;;0;;;;
1332;Phaluisant soyeux;Vendeur;shadowlands;9.0;;auto_assigned_unique_candidate;;1;wowhead-zone:11510;Ombreterre > Ombreterre > Sylvarden;wowhead-zone:11510;Ombreterre > Ombreterre > Sylvarden
1346;Incinérateur fumécaille;Boutique;bfa;8.3;;no_candidate;;0;;;;
1350;Fauche-griffe colossal;Réputation;shadowlands;9.0;;auto_assigned_unique_candidate;;1;wowhead-zone:11462;Ombreterre > Ombreterre > Maldraxxus;wowhead-zone:11462;Ombreterre > Ombreterre > Maldraxxus
1351;Araignée de guerre vicieuse;à définir;à définir;à définir;;no_candidate;;0;;;;
1352;Araignée de guerre vicieuse;à définir;à définir;à définir;;no_candidate;;0;;;;
1354;Cerf runique sombrefeuille;Congrégation;shadowlands;9.0;;auto_assigned_unique_candidate;;1;wowhead-zone:11510;Ombreterre > Ombreterre > Sylvarden;wowhead-zone:11510;Ombreterre > Ombreterre > Sylvarden
1355;Cerf runique d’éveilleur;Congrégation;shadowlands;9.0;;no_candidate;;0;;;;
1356;Cerf runique des frimas;Réputation;shadowlands;9.0;;no_candidate;;0;;;;
1357;Cerf runique sombrefeuille enchanté;Congrégation;shadowlands;9.0;;auto_assigned_unique_candidate;;1;wowhead-zone:11510;Ombreterre > Ombreterre > Sylvarden;wowhead-zone:11510;Ombreterre > Ombreterre > Sylvarden
1358;Cerf runique d’éveilleur enchanté;Congrégation;shadowlands;9.0;;no_candidate;;0;;;;
1359;Cerf runique des frimas enchanté;Réputation;shadowlands;9.0;;no_candidate;;0;;;;
1360;Coureur halo-de-brume;Butin;shadowlands;9.0;;auto_assigned_unique_candidate;;1;wowhead-zone:11510;Ombreterre > Ombreterre > Sylvarden;wowhead-zone:11510;Ombreterre > Ombreterre > Sylvarden
1361;Phalarden bruissenuit;Réputation;shadowlands;9.0;;auto_assigned_unique_candidate;;1;wowhead-zone:11510;Ombreterre > Ombreterre > Sylvarden;wowhead-zone:11510;Ombreterre > Ombreterre > Sylvarden
1362;Mâche-prairie gueule-épine;Butin;shadowlands;9.0;;auto_assigned_unique_candidate;;1;wowhead-zone:11510;Ombreterre > Ombreterre > Sylvarden;wowhead-zone:11510;Ombreterre > Ombreterre > Sylvarden
1363;Mangeur d’âmes du gladiateur impénitent;à définir;à définir;à définir;;no_candidate;;0;;;;
1364;Tauralus dressé au combat;Quête;shadowlands;9.0;;no_candidate;;0;;;;
1365;Tauralus peste-putride;Congrégation;shadowlands;9.0;;auto_assigned_unique_candidate;;1;wowhead-zone:11462;Ombreterre > Ombreterre > Maldraxxus;wowhead-zone:11462;Ombreterre > Ombreterre > Maldraxxus
1366;Tauralus sabot-d’os;Congrégation;shadowlands;9.0;;auto_assigned_unique_candidate;;1;wowhead-zone:11462;Ombreterre > Ombreterre > Maldraxxus;wowhead-zone:11462;Ombreterre > Ombreterre > Maldraxxus
1367;Tauralus élu;Congrégation;shadowlands;9.0;;no_candidate;;0;;;;
1368;Tauralus cuirassé dressé au combat;Quête;shadowlands;9.0;;auto_assigned_unique_candidate;;1;wowhead-zone:11462;Ombreterre > Ombreterre > Maldraxxus;wowhead-zone:11462;Ombreterre > Ombreterre > Maldraxxus
1369;Tauralus peste-putride cuirassé;Congrégation;shadowlands;9.0;;auto_assigned_unique_candidate;;1;wowhead-zone:11462;Ombreterre > Ombreterre > Maldraxxus;wowhead-zone:11462;Ombreterre > Ombreterre > Maldraxxus
1370;Tauralus sabot-d’os cuirassé;Congrégation;shadowlands;9.0;;auto_assigned_unique_candidate;;1;wowhead-zone:11462;Ombreterre > Ombreterre > Maldraxxus;wowhead-zone:11462;Ombreterre > Ombreterre > Maldraxxus
1371;Tauralus élu cuirassé;Congrégation;shadowlands;9.0;;no_candidate;;0;;;;
1372;Défenses-de-sang cloquéchine;Butin;shadowlands;9.0;;auto_assigned_unique_candidate;;1;wowhead-zone:11462;Ombreterre > Ombreterre > Maldraxxus;wowhead-zone:11462;Ombreterre > Ombreterre > Maldraxxus
1373;Tripépine;Butin;shadowlands;9.0;;auto_assigned_unique_candidate;;1;wowhead-zone:11462;Ombreterre > Ombreterre > Maldraxxus;wowhead-zone:11462;Ombreterre > Ombreterre > Maldraxxus
1374;Céphalochère de l’Ostéoclaste;Vendeur;warWithin;11.2.7;;no_candidate;;0;;;;
1375;Défenses-de-sang macabre;Réputation;shadowlands;9.0;;auto_assigned_unique_candidate;;1;wowhead-zone:11462;Ombreterre > Ombreterre > Maldraxxus;wowhead-zone:11462;Ombreterre > Ombreterre > Maldraxxus
1376;Aile de l’effroi à pointe d’argent;Congrégation;shadowlands;9.0;;auto_assigned_unique_candidate;;1;wowhead-zone:13329;Ombreterre > Ombreterre > Revendreth > Cour des Braises;wowhead-zone:13329;Ombreterre > Ombreterre > Revendreth > Cour des Braises
1377;Hurleuse des remparts;Haut-fait;shadowlands;9.0;;no_candidate;;0;;;;
1378;Aile de l’effroi du moissonneur;à définir;à définir;à définir;;no_candidate;;0;;;;
1379;Volant du marais des Affres;à définir;à définir;à définir;;no_candidate;;0;;;;
1382;Gargon de l’inquisition;Réputation;shadowlands;9.0;;no_candidate;;0;;;;
1384;Gargon de Tombe-Vice;Congrégation;shadowlands;9.0;;auto_assigned_unique_candidate;;1;wowhead-zone:10413;Ombreterre > Ombreterre > Revendreth;wowhead-zone:10413;Ombreterre > Ombreterre > Revendreth
1385;Gargon des cryptes;Quête;shadowlands;9.0;;no_candidate;;0;;;;
1387;Gargon de bataille de Désir;Congrégation;shadowlands;9.0;;no_candidate;;0;;;;
1388;Gargon de bataille en pierre tombale;à définir;à définir;à définir;;no_candidate;;0;;;;
1389;Gargon de bataille Silessa;à définir;à définir;à définir;;no_candidate;;0;;;;
1391;Goinfre loyal;Butin;shadowlands;9.0;;auto_assigned_unique_candidate;;1;wowhead-zone:10413;Ombreterre > Ombreterre > Revendreth;wowhead-zone:10413;Ombreterre > Ombreterre > Revendreth
1392;Gueule-d’acide blafard;Congrégation;shadowlands;9.0;;auto_assigned_unique_candidate;;1;wowhead-zone:13329;Ombreterre > Ombreterre > Revendreth > Cour des Braises;wowhead-zone:13329;Ombreterre > Ombreterre > Revendreth > Cour des Braises
1393;Rôdeur mantelume sauvage;Congrégation;shadowlands;9.0;;auto_assigned_unique_candidate;;1;wowhead-zone:11510;Ombreterre > Ombreterre > Sylvarden;wowhead-zone:11510;Ombreterre > Ombreterre > Sylvarden
1394;Phalynx de loyauté;Congrégation;shadowlands;9.0;;no_candidate;;0;;;;
1395;Phalynx d’humilité;Congrégation;shadowlands;9.0;;no_candidate;;0;;;;
1396;Phalynx de courage;Quête;shadowlands;9.0;;no_candidate;;0;;;;
1397;Cocon à graine sauvage;Butin;shadowlands;9.0;;auto_assigned_unique_candidate;;1;wowhead-zone:11510;Ombreterre > Ombreterre > Sylvarden;wowhead-zone:11510;Ombreterre > Ombreterre > Sylvarden
1398;Phalynx de pureté;Congrégation;shadowlands;9.0;;no_candidate;;0;;;;
1399;Phalynx éternel de pureté;Congrégation;shadowlands;9.0;;no_candidate;;0;;;;
1400;Phalynx éternel de courage;Quête;shadowlands;9.0;;no_candidate;;0;;;;
1401;Phalynx éternel de loyauté;Congrégation;shadowlands;9.0;;no_candidate;;0;;;;
1402;Phalynx éternel d’humilité;Congrégation;shadowlands;9.0;;no_candidate;;0;;;;
1404;Volion vent-d’argent;Secret;shadowlands;9.0;;no_candidate;;0;;;;
1405;Marche-mort Restauration;Haut-fait;shadowlands;9.2.5;;no_candidate;;0;;;;
1406;Croc-de-Moelle;Butin;shadowlands;9.0;;no_candidate;;0;;;;
1407;Aile-écorchée malhabile;à définir;à définir;à définir;;no_candidate;;0;;;;
1408;Aile-écorchée repoussante;Congrégation;shadowlands;9.0;;auto_assigned_unique_candidate;;1;wowhead-zone:13329;Ombreterre > Ombreterre > Revendreth > Cour des Braises;wowhead-zone:13329;Ombreterre > Ombreterre > Revendreth > Cour des Braises
1409;Carneroc suture-os;Congrégation;shadowlands;9.0;;no_candidate;;0;;;;
1410;Rocmort massif;à définir;à définir;à définir;;no_candidate;;0;;;;
1411;Pesteroc prédateur;Congrégation;shadowlands;9.0;;auto_assigned_unique_candidate;;1;wowhead-zone:11462;Ombreterre > Ombreterre > Maldraxxus;wowhead-zone:11462;Ombreterre > Ombreterre > Maldraxxus
1413;Coursenuit intrépide;Congrégation;shadowlands;9.0;;auto_assigned_unique_candidate;;1;wowhead-zone:13329;Ombreterre > Ombreterre > Revendreth > Cour des Braises;wowhead-zone:13329;Ombreterre > Ombreterre > Revendreth > Cour des Braises
1414;Vicéquin Blanchette;à définir;à définir;à définir;;no_candidate;;0;;;;
1415;Gobeur arboricole;Butin;shadowlands;9.0;;auto_assigned_unique_candidate;;1;wowhead-zone:11510;Ombreterre > Ombreterre > Sylvarden;wowhead-zone:11510;Ombreterre > Ombreterre > Sylvarden
1416;Destrier antrelige;Haut-fait;shadowlands;9.1;;no_candidate;;0;;;;
1417;Main d’Hrestimorak;à définir;à définir;à définir;;no_candidate;;0;;;;
1419;Marche-mort touché par le vice;Haut-fait;shadowlands;9.0;;no_candidate;;0;;;;
1420;Fauche-corne ombreux;Réputation;shadowlands;9.0;;no_candidate;;0;;;;
1421;Vicéquin de la cour;Réputation;shadowlands;9.0;;no_candidate;;0;;;;
1422;Sombredogue suture-de-guerre;Congrégation;shadowlands;9.0;;no_candidate;;0;;;;
1423;Sombre-crin haut-vent;Congrégation;shadowlands;9.0;;no_candidate;;0;;;;
1424;Polaris;Retiré;shadowlands;9.0;;no_candidate;;0;;;;
1425;Rôdeur doré;Réputation;shadowlands;9.0;;no_candidate;;0;;;;
1426;Crin-de-Ciel transcendé;Butin;shadowlands;9.0;;no_candidate;;0;;;;
1428;Phalarden ambré;Réputation;shadowlands;9.0;;auto_assigned_unique_candidate;;1;wowhead-zone:11510;Ombreterre > Ombreterre > Sylvarden;wowhead-zone:11510;Ombreterre > Ombreterre > Sylvarden
1429;Bruissaile éclatante;Réputation;shadowlands;9.0;;no_candidate;;0;;;;
1430;Chasseur aile-du-désert;Butin;shadowlands;9.2;;auto_assigned_unique_candidate;;1;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis
1431;Cervidé régalien pâle;Butin;shadowlands;9.2;;auto_assigned_unique_candidate;;1;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis
1433;Virevolteuse vespoïdée;Butin;shadowlands;9.2;;auto_assigned_unique_candidate;;1;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis
1434;Aurélidé stellaire des profondeurs;à définir;à définir;à définir;;no_candidate;;0;;;;
1436;Aquilon chevronné;Vendeur;shadowlands;9.1;;auto_assigned_unique_candidate;;1;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia
1437;Chien de guerre lié par le combat;Butin;shadowlands;9.0;;auto_assigned_unique_candidate;;1;wowhead-zone:11462;Ombreterre > Ombreterre > Maldraxxus;wowhead-zone:11462;Ombreterre > Ombreterre > Maldraxxus
1438;Nécroraie bulbeuse;Butin;shadowlands;9.0;;no_candidate;;0;;;;
1439;Nécroraie infestée;Butin;shadowlands;9.0;;no_candidate;;0;;;;
1440;Nécroraie pestilentielle;Butin;shadowlands;9.0;;no_candidate;;0;;;;
1441;Molosse d’ombre lié;à définir;à définir;à définir;;no_candidate;;0;;;;
1442;Rôdeurs des couloirs;à définir;à définir;à définir;;no_candidate;;0;;;;
1443;Goinfre vorace;Haut-fait;shadowlands;9.0;;no_candidate;;0;;;;
1444;Chasseur-phasique viridien;Retiré;shadowlands;9.0.5;;no_candidate;;0;;;;
1445;Serpent visqueux;Secret;shadowlands;9.0;;auto_assigned_unique_candidate;;1;wowhead-zone:11462;Ombreterre > Ombreterre > Maldraxxus;wowhead-zone:11462;Ombreterre > Ombreterre > Maldraxxus
1446;Mécaplaneur de Tazavesh;Haut-fait;shadowlands;9.1;;no_candidate;;0;;;;
1448;Sérénade;Butin;shadowlands;9.2;;auto_assigned_unique_candidate;;1;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis
1449;Seigneur des mouches nécrophages;Butin;shadowlands;9.1;;auto_assigned_unique_candidate;;1;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia
1450;Rasaile jaillissante;Réputation;shadowlands;9.1;;auto_assigned_unique_candidate;;1;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia
1451;Coasseur de guerre vicieux;à définir;à définir;à définir;;no_candidate;;0;;;;
1452;Coasseur de guerre vicieux;à définir;à définir;à définir;;no_candidate;;0;;;;
1454;Marteleur apprivoisé;Réputation;shadowlands;9.1;;auto_assigned_unique_candidate;;1;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia
1455;Cuirasaure de béryl;Réputation;shadowlands;9.1;;auto_assigned_unique_candidate;;1;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia
1456;Flambeciel saphir;Boutique;shadowlands;9.1;;no_candidate;;0;;;;
1458;Ancien vagabond;Promotion Blizzard;shadowlands;9.0.5;;no_candidate;;0;;;;
1459;Gorm de guerre vicieux;à définir;à définir;à définir;;no_candidate;;0;;;;
1460;Gorm de guerre vicieux;à définir;à définir;à définir;;no_candidate;;0;;;;
1465;Traqueur de guerre vicieux;à définir;à définir;à définir;;no_candidate;;0;;;;
1466;Traqueur de guerre vicieux;à définir;à définir;à définir;;no_candidate;;0;;;;
1467;Bruffalon distingué;Vendeur;dragonflight;10.0.7;;auto_assigned_unique_candidate;;1;wowhead-zone:14433;Azeroth > Îles aux Dragons > Confins Interdits;wowhead-zone:14433;Azeroth > Îles aux Dragons > Confins Interdits
1468;Libellonne ambrée;Comptoir;dragonflight;10.2.7;;no_candidate;;0;;;;
1469;Magmargot;Secret;dragonflight;10.0;;auto_assigned_unique_candidate;;1;wowhead-zone:13644;Azeroth > Îles aux Dragons > Rivages de l’Éveil;wowhead-zone:13644;Azeroth > Îles aux Dragons > Rivages de l’Éveil
1471;Vengeance;à définir;à définir;à définir;;no_candidate;;0;;;;
1474;Chef de meute échine-de-tonnerre conféré;Haut-fait;dragonflight;10.2.6;;no_candidate;;0;;;;
1475;Main de Bahmethra;à définir;à définir;à définir;;no_candidate;;0;;;;
1476;Tranche-pattes de l’Hallali;à définir;à définir;à définir;;no_candidate;;0;;;;
1477;Sombredogue immortel;Butin;shadowlands;9.1;;no_candidate;;0;;;;
1478;Trotte-bois cérulé;Vendeur;dragonflight;10.0.5;;no_candidate;;0;;;;
1480;Mangeur d’âmes du gladiateur déchaîné;à définir;à définir;à définir;;no_candidate;;0;;;;
1481;Mécaplaneur de maître de cartel;Butin;shadowlands;9.1;;no_candidate;;0;;;;
1482;Mécaplaneur d’agent Xy;Secret;warWithin;11.2;;no_candidate;;0;;;;
1483;Mécaplaneur de vandale;Réputation;warWithin;11.2;;auto_assigned_unique_candidate;;1;wowhead-zone:15336;Azeroth > Khaz Algar > K’aresh;wowhead-zone:15336;Azeroth > Khaz Algar > K’aresh
1484;Lycodrac de Sylvarden;Congrégation;shadowlands;9.1;;auto_assigned_unique_candidate;;1;wowhead-zone:11510;Ombreterre > Ombreterre > Sylvarden;wowhead-zone:11510;Ombreterre > Ombreterre > Sylvarden
1485;Lycodrac automnal;Congrégation;shadowlands;9.1;;auto_assigned_unique_candidate;;1;wowhead-zone:11510;Ombreterre > Ombreterre > Sylvarden;wowhead-zone:11510;Ombreterre > Ombreterre > Sylvarden
1486;Lycodrac hivernal;Vendeur;shadowlands;9.1;;auto_assigned_unique_candidate;;1;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia
1487;Lycodrac estival;Butin;shadowlands;9.1;;auto_assigned_unique_candidate;;1;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia
1489;Tombaile d’obsidienne;Congrégation;shadowlands;9.1;;auto_assigned_unique_candidate;;1;wowhead-zone:10413;Ombreterre > Ombreterre > Revendreth;wowhead-zone:10413;Ombreterre > Ombreterre > Revendreth
1490;Tombaile de Tombe-Vice;Congrégation;shadowlands;9.1;;auto_assigned_unique_candidate;;1;wowhead-zone:10413;Ombreterre > Ombreterre > Revendreth;wowhead-zone:10413;Ombreterre > Ombreterre > Revendreth
1491;Tombaile pâle;Vendeur;shadowlands;9.1;;auto_assigned_unique_candidate;;1;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia
1492;Aquilon élyséen;Congrégation;shadowlands;9.1;;no_candidate;;0;;;;
1493;Aquilon désavoué;Butin;shadowlands;9.1;;auto_assigned_unique_candidate;;1;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia
1494;Aquilon de l’ascendant;Congrégation;shadowlands;9.1;;no_candidate;;0;;;;
1495;Mouche nécrophage maldraxxi;Congrégation;shadowlands;9.1;;auto_assigned_unique_candidate;;1;wowhead-zone:11462;Ombreterre > Ombreterre > Maldraxxus;wowhead-zone:11462;Ombreterre > Ombreterre > Maldraxxus
1496;Mouche nécrophage royale;Congrégation;shadowlands;9.1;;auto_assigned_unique_candidate;;1;wowhead-zone:11462;Ombreterre > Ombreterre > Maldraxxus;wowhead-zone:11462;Ombreterre > Ombreterre > Maldraxxus
1497;Diptère de guerre;Vendeur;shadowlands;9.1;;auto_assigned_unique_candidate;;1;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia
1500;Destrier sinistre du sanctum;Butin;shadowlands;9.1;;no_candidate;;0;;;;
1501;Destrier sinistre lié;Réputation;shadowlands;9.1;;no_candidate;;0;;;;
1502;Destrier déchu;Butin;shadowlands;9.1;;no_candidate;;0;;;;
1503;Main de Nilganihmaht;à définir;à définir;à définir;;no_candidate;;0;;;;
1504;Main de Salaranga;à définir;à définir;à définir;;no_candidate;;0;;;;
1505;Cuirasaure ambré;Réputation;shadowlands;9.1;;auto_assigned_unique_candidate;;1;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia
1506;Cuirasaure écarlate;Butin;shadowlands;9.1;;auto_assigned_unique_candidate;;1;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia
1507;Sombres-griffes;Butin;shadowlands;9.1;;auto_assigned_unique_candidate;;1;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia
1508;Rasaile féroce;Réputation;shadowlands;9.1;;auto_assigned_unique_candidate;;1;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia
1509;Rasaile grenat;Butin;shadowlands;9.1;;auto_assigned_unique_candidate;;1;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia
1510;Rasaile de Lumière-du-Soir;Butin;shadowlands;9.1;;auto_assigned_unique_candidate;;1;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia
1511;Maélie la Vagabonde;à définir;à définir;à définir;;no_candidate;;0;;;;
1513;Histoire de Sergent;Promotion Blizzard;shadowlands;9.1;;no_candidate;;0;;;;
1514;Mutilateur enragé;Butin;shadowlands;9.1;;auto_assigned_unique_candidate;;1;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia;wowhead-zone:13570;Ombreterre > Ombreterre > Korthia
1517;Blizzard lié;Boutique;dragonflight;10.1.7;;no_candidate;;0;;;;
1520;Marche-mort âme-distordue;Haut-fait;shadowlands;9.1;;no_candidate;;0;;;;
1521;Hippogriffe de Val’sharah;à définir;à définir;à définir;;no_candidate;;0;;;;
1522;Vombata cœur-léger;à définir;à définir;à définir;;no_candidate;;0;;;;
1523;Flaire-cristaux curieux;Butin;shadowlands;9.2;;auto_assigned_unique_candidate;;1;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis
1524;Vombata assombri;Butin;shadowlands;9.2;;auto_assigned_unique_candidate;;1;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis
1525;Vombata décoré;Butin;shadowlands;9.2;;auto_assigned_unique_candidate;;1;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis
1526;Coursemort;Butin;shadowlands;9.2;;auto_assigned_unique_candidate;;1;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis
1528;Destrier de Zereth scindé;Métier;vanilla;à définir;;auto_assigned_unique_candidate;;1;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis
1529;Proto-cerf oint;Réputation;shadowlands;9.2;;auto_assigned_unique_candidate;;1;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis
1531;Wen Lo, Raz des rives;Boutique;shadowlands;9.1.5;;no_candidate;;0;;;;
1532;Grimoire volant;à définir;à définir;à définir;;no_candidate;;0;;;;
1533;Morgoptère forgé;Butin;shadowlands;9.2;;auto_assigned_unique_candidate;;1;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis
1534;Apix;Butin;shadowlands;9.2;;auto_assigned_unique_candidate;;1;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis
1535;Vespoïdé ailes-de-bronze;Butin;shadowlands;9.2;;auto_assigned_unique_candidate;;1;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis
1536;Raptora antradapté;Butin;shadowlands;9.2;;auto_assigned_unique_candidate;;1;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis
1537;Raptora planeur;Butin;shadowlands;9.2;;auto_assigned_unique_candidate;;1;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis
1538;Hélicidé de bronze;Butin;shadowlands;9.2;;auto_assigned_unique_candidate;;1;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis
1539;Prototype de lestopode raté;Butin;shadowlands;9.2;;auto_assigned_unique_candidate;;1;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis
1540;Hélicidé écarlate;Butin;shadowlands;9.2;;auto_assigned_unique_candidate;;1;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis
1541;Clampant de la Genèse;Butin;shadowlands;9.2;;auto_assigned_unique_candidate;;1;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis
1542;Rampant tarachnidé;Butin;shadowlands;9.2;;auto_assigned_unique_candidate;;1;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis
1543;Glisseuse ineffable;Butin;shadowlands;9.2;;auto_assigned_unique_candidate;;1;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis
1544;Marche-mort déformé par le désert;Haut-fait;shadowlands;9.2;;no_candidate;;0;;;;
1545;Baiser divin d’Ohn’ahra;Quête;dragonflight;10.0;;no_candidate;;0;;;;
1546;Loutrèke de marchand d’Iskaara;Vendeur;dragonflight;10.0;;no_candidate;;0;;;;
1547;Bufonidé plaque-d’or;Butin;shadowlands;9.2;;auto_assigned_unique_candidate;;1;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis
1549;Aurélidé chatoyant;Haut-fait;shadowlands;9.2;;no_candidate;;0;;;;
1550;Traqueur des profondeurs;Comptoir;warWithin;11.0;;no_candidate;;0;;;;
1551;Aurélidé cryptique;Haut-fait;shadowlands;9.2;;auto_assigned_unique_candidate;;1;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis;wowhead-zone:13536;Ombreterre > Ombreterre > Zereth Mortis
1552;Destrier de Zereth carcinisé;à définir;à définir;à définir;;no_candidate;;0;;;;
1553;Rusarde libérée;Butin;dragonflight;10.0;;auto_assigned_unique_candidate;;1;wowhead-zone:13646;Azeroth > Îles aux Dragons > Travée d’Azur;wowhead-zone:13646;Azeroth > Îles aux Dragons > Travée d’Azur
